 :::: VPP results :::: 
      V_tw   alfa_tw         V       VMG       phi         b         F    Fdrive     Fside     Mheel      Rtot  Rrh+RrhH  Rvh+RvhH  Rrk+RrkH       Rvk        Ri       Rvr
     12.60    129.00      1.92     -1.21     36.66      0.00      1.00     50.82     23.43     24.67     50.82     20.98      7.12     17.58      2.92      1.52      0.71 
     12.60    130.00      1.93     -1.24     36.11      0.00      1.00     51.55     23.29     24.35     51.55     21.62      7.21     17.58      2.95      1.47      0.72 
     12.60    131.00      1.94     -1.27     35.55      0.00      1.00     52.26     23.14     24.02     52.26     22.25      7.30     17.57      2.98      1.43      0.72 
     12.60    132.00      1.95     -1.31     34.97      0.00      1.00     52.94     22.98     23.68     52.94     22.88      7.39     17.54      3.01      1.39      0.73 
     12.60    133.00      1.96     -1.34     34.38      0.00      1.00     53.59     22.80     23.33     53.59     23.49      7.47     17.50      3.05      1.34      0.74 
     12.60    134.00      1.98     -1.37     33.77      0.00      1.00     54.22     22.61     22.97     54.22     24.09      7.56     17.45      3.08      1.30      0.75 
     12.60    135.00      1.99     -1.41     33.15      0.00      1.00     54.81     22.40     22.59     54.81     24.66      7.65     17.39      3.11      1.25      0.75 
     12.60    136.00      2.00     -1.44     32.51      0.00      1.00     55.38     22.17     22.20     55.38     25.21      7.75     17.31      3.15      1.20      0.76 
     12.60    137.00      2.01     -1.47     31.85      0.00      1.00     55.90     21.93     21.80     55.90     25.73      7.85     17.22      3.18      1.16      0.77 
     12.60    138.00      2.03     -1.51     31.18      0.00      1.00     56.40     21.67     21.39     56.40     26.21      7.96     17.11      3.22      1.11      0.78 
     12.60    139.00      2.04     -1.54     30.50      0.00      1.00     56.85     21.39     20.97     56.85     26.66      8.08     17.00      3.26      1.06      0.79 
     12.60    140.00      2.06     -1.58     29.79      0.00      1.00     57.26     21.10     20.53     57.26     27.08      8.20     16.87      3.30      1.00      0.80 
     12.60    141.00      2.07     -1.61     29.07      0.00      1.00     57.61     20.78     20.08     57.61     27.45      8.35     16.74      3.34      0.92      0.81 
     12.60    142.00      2.09     -1.65     28.34      0.00      1.00     57.92     20.44     19.61     57.92     27.76      8.50     16.60      3.39      0.84      0.82 
     12.60    143.00      2.11     -1.69     27.59      0.00      1.00     58.17     20.08     19.13     58.17     27.97      8.69     16.46      3.45      0.78      0.83 
     12.60    144.00      2.13     -1.73     26.82      0.00      1.00     58.35     19.70     18.64     58.35     28.05      8.90     16.31      3.52      0.72      0.85 
     12.60    145.00      2.16     -1.77     26.03      0.00      1.00     58.44     19.29     18.13     58.44     27.95      9.17     16.18      3.60      0.67      0.87 
     12.60    146.00      2.20     -1.82     25.22      0.00      1.00     58.41     18.86     17.60     58.41     27.59      9.51     16.08      3.71      0.62      0.90 
     12.60    147.00      2.25     -1.89     24.39      0.00      1.00     58.25     18.40     17.06     58.25     26.85      9.95     16.08      3.85      0.58      0.93 
     12.60    148.00      2.30     -1.95     23.55      0.00      1.00     58.00     17.92     16.51     58.00     25.85     10.44     16.19      4.01      0.55      0.97 
     12.60    149.00      2.34     -2.01     22.70      0.00      1.00     57.80     17.42     15.95     57.80     24.95     10.88     16.31      4.14      0.51      1.00 
     12.60    150.00      2.38     -2.06     21.85      0.00      1.00     57.64     16.90     15.38     57.64     24.27     11.24     16.37      4.24      0.48      1.02 
     12.60    151.00      2.40     -2.10     21.00      0.00      1.00     57.51     16.37     14.81     57.51     23.76     11.56     16.37      4.32      0.45      1.04 
     12.60    152.00      2.42     -2.14     20.15      0.00      1.00     57.38     15.82     14.23     57.38     23.36     11.85     16.31      4.38      0.42      1.06 
     12.60    153.00      2.44     -2.17     19.29      0.00      1.00     57.25     15.25     13.65     57.25     23.04     12.12     16.19      4.44      0.39      1.07 
     12.60    154.00      2.45     -2.20     18.43      0.00      1.00     57.11     14.68     13.06     57.11     22.77     12.38     16.03      4.48      0.36      1.08 
     12.60    155.00      2.46     -2.23     17.58      0.00      1.00     56.95     14.08     12.48     56.95     22.54     12.63     15.84      4.52      0.33      1.09 
     12.60    156.00      2.47     -2.26     16.72      0.00      1.00     56.78     13.48     11.89     56.78     22.34     12.88     15.61      4.55      0.30      1.10 
     12.60    157.00      2.48     -2.29     15.87      0.00      1.00     56.59     12.87     11.30     56.59     22.16     13.12     15.35      4.58      0.27      1.11 
     12.60    158.00      2.49     -2.31     15.03      0.00      1.00     56.38     12.25     10.71     56.38     21.99     13.36     15.07      4.61      0.24      1.11 
     12.60    159.00      2.50     -2.33     14.19      0.00      1.00     56.16     11.63     10.13     56.16     21.84     13.60     14.77      4.63      0.21      1.12 
     12.60    160.00      2.50     -2.35     13.36      0.00      1.00     55.93     11.00      9.55     55.93     21.70     13.83     14.44      4.65      0.18      1.12 
     12.60    161.00      2.51     -2.37     12.54      0.00      1.00     55.69     10.37      8.97     55.69     21.57     14.06     14.10      4.67      0.15      1.13 
     12.60    162.00      2.51     -2.39     11.73      0.00      1.00     55.43      9.74      8.40     55.43     21.44     14.29     13.75      4.69      0.13      1.13 
     12.60    163.00      2.52     -2.41     10.93      0.00      1.00     55.17      9.11      7.84     55.17     21.32     14.52     13.38      4.70      0.11      1.13 
     12.60    164.00      2.52     -2.43     10.15      0.00      1.00     54.88      8.49      7.28     54.88     21.16     14.77     13.01      4.72      0.09      1.14 
     12.60    165.00      2.53     -2.44      9.38      0.00      1.00     54.57      7.87      6.73     54.57     20.96     15.02     12.63      4.74      0.07      1.14 
     12.60    166.00      2.54     -2.46      8.63      0.00      1.00     54.26      7.26      6.20     54.26     20.77     15.28     12.25      4.76      0.06      1.15 
     12.60    167.00      2.54     -2.48      7.89      0.00      1.00     53.96      6.65      5.67     53.96     20.60     15.52     11.86      4.77      0.04      1.15 
     12.60    168.00      2.55     -2.49      7.17      0.00      1.00     53.65      6.06      5.16     53.65     20.45     15.75     11.48      4.79      0.03      1.16 
     12.60    169.00      2.55     -2.50      6.47      0.00      1.00     53.35      5.48      4.66     53.35     20.30     15.97     11.09      4.80      0.03      1.16 
     12.60    170.00      2.55     -2.52      5.79      0.00      1.00     53.05      4.91      4.17     53.05     20.17     16.17     10.71      4.82      0.02      1.16 
     12.60    171.00      2.56     -2.53      5.13      0.00      1.00     52.75      4.35      3.69     52.75     20.06     16.35     10.33      4.83      0.01      1.17 
     12.60    172.00      2.56     -2.54      4.48      0.00      1.00     52.46      3.81      3.23     52.46     19.96     16.51      9.97      4.84      0.01      1.17 
     12.60    173.00      2.57     -2.55      3.86      0.00      1.00     52.18      3.28      2.78     52.18     19.88     16.66      9.61      4.85      0.01      1.17 
     12.60    174.00      2.57     -2.55      3.25      0.00      1.00     51.90      2.77      2.34     51.90     19.81     16.79      9.26      4.86      0.00      1.17 
     12.60    175.00      2.57     -2.56      2.66      0.00      1.00     51.64      2.27      1.92     51.64     19.76     16.90      8.92      4.88      0.00      1.18 
     12.60    176.00      2.58     -2.57      2.09      0.00      1.00     51.37      1.79      1.51     51.37     19.72     16.99      8.60      4.89      0.00      1.18 
     12.60    177.00      2.58     -2.58      1.54      0.00      1.00     51.12      1.32      1.11     51.12     19.70     17.07      8.28      4.90      0.00      1.18 
     12.60    178.00      2.58     -2.58      1.01      0.00      1.00     50.88      0.86      0.73     50.88     19.69     17.12      7.98      4.91      0.00      1.19 
     12.60    179.00      2.59     -2.59      0.50      0.00      1.00     50.65      0.42      0.36     50.65     19.69     17.16      7.69      4.93      0.00      1.19 
     12.60    180.00      2.59     -2.59      0.00      0.00      1.00     50.43      0.00      0.00     50.43     19.71     17.18      7.41      4.94      0.00      1.19 
     13.10     40.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     41.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     42.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     43.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     44.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     45.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     46.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     47.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     48.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     49.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     50.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     51.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     52.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
     13.10     53.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
